brand,platform,model,timestamp,engagement,likes,comments,shares,reactions,url,caption,text,hashtags,thumbnail,classification_reason,classification_confidence
Tesla,instagram,Model Y,2025-09-09T00:09:53+00:00,161,161,0,0,0,https://www.instagram.com/p/DOXF4Pmkji3/,"Trust me. We squeezed stuff into every little space we could find. 😂

#behindthescenes #production #smallbusinessowner",,"behindthescenes, production, smallbusinessowner",https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/545196063_792069956678115_8838158513848671060_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGD5280bb7XJWtf_5QWcC_fbJWvsILthnjQjAfaiISGe3Hgv8mAIjhJY9sW5TSr-P0&_nc_ohc=0ru3an2TLy8Q7kNvwGRaAdD&_nc_gid=F8SGYl_mgFSynII__bUTag&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc7tvweFfKAd2yXokHpG7x5RYSqSfVPaUBQElvoy9dz5w&oe=68EE9594&_nc_sid=10d13b,"The image shows a Tesla vehicle that resembles the Model Y, and the post content is automotive-related, discussing production and space utilization, which aligns with the context of a vehicle model.",90
Tesla,instagram,Model Y,2025-09-27T09:31:31+00:00,34,33,1,0,0,https://www.instagram.com/p/DPGcqhuEy1t/,"Tesla is coming to Northpoint. Discover the New Model Y and Model 3 from 29 September to 5 October.

Enjoy spectacular daily light shows and sign up for our exclusive home test drive program to experience Tesla’s electric performance.",,,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/554753212_18017584856784786_384911986815262760_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFM0t6QFICnmUyEzTmmcwS3hbmdBKXeFTn9thch3k2uQ9XPpvRpCB2xrhe1lFDUjmGy1zaSbJizd5wUQvSTBu38&_nc_ohc=aHUfJt70TcYQ7kNvwH74JdJ&_nc_gid=BwVQ0mxH86q90mhziy44Ow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcQivkDgJMTUOSj6Z54r_WZKCIy_2ANvzs1j1xVHY5GKA&oe=68EE82AF&_nc_sid=10d13b,"The text explicitly mentions 'Model Y', which is a target model. The image supports this by showing a Tesla vehicle, reinforcing the automotive context.",95
Tesla,instagram,Model 3,2025-09-20T05:11:21+00:00,55,55,0,0,0,https://www.instagram.com/p/DOz9U5SE1vr/,"Model 3 Long Range Rear-wheel Drive

Features:
- Range of 691km (WLTP)
- ⁠0-100km/h in 5.2s
- ⁠Tesla charging network
- ⁠Over-the-air updates 
- ⁠250kW max DC charging rate
- ⁠Tesla app
- ⁠Ventilated seats 
- ⁠7-inch rear infotainment screen
- ⁠& more

Discover it at the Tesla Experience Centre at Toa Payoh, Millenia Walk, or Westgate today. Schedule a test drive by contacting us at 800 4922289.",,,https://instagram.fagc3-2.fna.fbcdn.net/v/t51.2885-15/550867265_18016481606784786_1211659771226303837_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fagc3-2.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEmFSEAGnPILoeOI05U8MU_Um_EtOBabn-95diaSumvgRt550TFBUkLdf9MX0l4BJA&_nc_ohc=3C-13DddLbYQ7kNvwGlf5Lx&_nc_gid=4-D97v2g4mrzJ6ARjTHJeA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffkowU0FBOlHcn3HnAmQkpd9T6nF6pwgHQAaWf_S8O_NA&oe=68EE9828&_nc_sid=10d13b,The text explicitly mentions 'Model 3 Long Range Rear-wheel Drive' and the image supports this by showing a Tesla Model 3. The target model 'Model Y' is not mentioned.,95
Tesla,instagram,general_automotive,2025-09-15T09:44:29+00:00,56,56,0,0,0,https://www.instagram.com/p/DOnkm5qk4S_/,"Dog Mode works for cats and all pets too! Set the ideal cabin temperature, and let passersby know your pet’s safe and sound.",,,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/549401254_18015765062784786_2307637949790376359_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFq7MP8OMIfsfPpS81cZNIVl_ULM5hAvqy3NsLVil5IBEMZhSnjdAZHpUaHt8I3JQ0&_nc_ohc=cqyu_o4Pk_EQ7kNvwH3Kkea&_nc_gid=3atfQSg1X8zv4M__TRR4rw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdDxS6t309sJbIrN9R3shmdQgxB2yk-DSXPjzBY6U1j-w&oe=68EE93D1&_nc_sid=10d13b,"The text discusses a feature called 'Dog Mode' related to Tesla vehicles, but does not mention any specific model, including the target model 'Model Y'. The image supports the automotive context but does not specify a model.",85
Tesla,instagram,general_automotive,2025-09-13T10:24:03+00:00,46,46,0,0,0,https://www.instagram.com/p/DOifS3kk2_M/,Never worry - you don’t need any additional accessories for charging your Tesla in the rain,,,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/544801507_1057082029628612_736955005683186236_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGjhf_dDCNQjwJugA2pat1AyA_9gvWBVWABk8YE_7tIgD_jmWtFoMUu_1D9dmTqkaQ&_nc_ohc=EFxBeGp12HQQ7kNvwGmSS8B&_nc_gid=L8Yfl8eLIVNEjx-R6qkXZQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffOx3GwxB_DL_Y1l9TODl-Xvi4-eY9D6gNTQ-jH3nL3Og&oe=68EE8A99&_nc_sid=10d13b,"The text is automotive-related, discussing Tesla charging in the rain, but does not mention any specific model, including the target model 'Model Y'. The image supports the automotive context by showing a Tesla charging station.",85
Tesla,instagram,Model Y,2025-09-21T08:53:58+00:00,68,67,1,0,0,https://www.instagram.com/p/DO27cZAkyFt/,"Cleaning up after beach days has never been easier with the New Model Y

Just pop the front trunk open, rinse it with water, and open the drain plug to flush it out.",,,https://instagram.fbtr1-1.fna.fbcdn.net/v/t51.2885-15/552641969_4090002067905185_7727819808387334459_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbtr1-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QGhf1qH2TBgnu_0yblmQPFjhkshns7gIFr6A64modoTf6B8CH1N4t-OsBDwA7S9ghU&_nc_ohc=vtv5LJL0GrYQ7kNvwFEfQ0M&_nc_gid=SqW7Jt1q-UwI6stQNdWlRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeisvSZ2cJSWX9XJj-KQc0EeczY4K33-n3M5ORbxIpsOA&oe=68EE9B31&_nc_sid=10d13b,"The text explicitly mentions 'Model Y', which is one of the target models. The image supports this by showing a front trunk, a feature associated with Tesla vehicles.",95
Tesla,instagram,Model Y,2025-09-08T00:05:36+00:00,144,136,8,0,0,https://www.instagram.com/p/DOUgwxwkpGU/,"Spoiler: A LOT! 😅

A big thanks to @teslamotorssg for letting us try the latest Model Y. And damn you for now tempting us to make it our new production vehicle! 😆

Shoutout to @aputureasia and @yuenmxk for getting in the fun too!

#production #behindthescenes #smallbusinessowner",,"production, behindthescenes, smallbusinessowner",https://scontent-sjc6-1.cdninstagram.com/v/t51.2885-15/542932055_18188899681323124_4209953322582831321_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFMUMNlfsWSpJ1a7adPcK8ot4a5w4b_jfx4nq5SCFl4Qw621Q2_JEKNzdiDu4ToNYA&_nc_ohc=32AbItjkvPkQ7kNvwEJ4ycK&_nc_gid=JsJ3CdTMPUSVK5KULOvUrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffAqPxt1C82i97i3g8svAyu-CHD1M-wa5CG193THXuT1Q&oe=68EE973D&_nc_sid=10d13b,The text explicitly mentions 'Model Y' and the image supports this by showing a Tesla Model Y vehicle.,100
Tesla,instagram,general_automotive,2025-09-03T13:30:06+00:00,42,41,1,0,0,https://www.instagram.com/p/DOJE46Bk-X4/,"Enabling a more sustainable future in Singapore 

Contact us at 800 4922289 to find out more",,,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/541612224_18014381054784786_5092552073087405447_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFpxxq7UIfxcNQVEilqppqOPMjuwVDLdCILdiQftPeHHSOzs76i45RpXlLYzKXD2yxlM7cNyeLNISof3tCQTcGz&_nc_ohc=Ac6C5c2EHoAQ7kNvwEP4NH5&_nc_gid=W5TUXvNRj5pRWVT4AKlaig&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc3DplcOwCrNQnMU_pUOXkXXLA_kqFiocBcDpkOYWZd-A&oe=68EEAD51&_nc_sid=10d13b,"The text mentions Tesla and is automotive-related but does not specify any particular model, including the target model 'Model Y'. The image shows a Tesla vehicle, but without specific model identification.",85
Tesla,instagram,general_automotive,2025-09-22T12:03:08+00:00,35,35,0,0,0,https://www.instagram.com/p/DO519Oqk4_P/,"Want a different display language? Choose your preferred language on your Tesla, including English, Mandarin, Korean, Japanese, and many others.

Controls > Display > Touchscreen Language",,,https://scontent-dfw5-3.cdninstagram.com/v/t51.2885-15/552966514_1837868333749305_1732460315320533989_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QF2FKn6AjSgKDzjxkB03MPOAmyayrDMEAIvYXDPOsNbtYVhz1epf8JZo7BakFHA_1ZqORH8jJSN4sIL26a76JJT&_nc_ohc=ssKgmwaAS5MQ7kNvwEE7u2h&_nc_gid=zUqK2nd_9ei4Bs72C9sfSg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcHuBOb3pNeKKIVpvunuKp7ymCihdnxf2g2aTF_GSD-WQ&oe=68EEAA76&_nc_sid=10d13b,"The text is automotive-related, discussing language settings on a Tesla vehicle, but it does not mention any specific model, including the target model 'Model Y'. The image supports the context of a Tesla vehicle interface.",85
Tesla,instagram,general_automotive,2025-08-09T11:41:38+00:00,61,60,1,0,0,https://www.instagram.com/p/DNIgmjqqNeA/,Happy National Day Singapore - 📷 @jay.junjie,,,https://instagram.fagc3-2.fna.fbcdn.net/v/t51.2885-15/527338798_18011513588784786_8221829093435357977_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fagc3-2.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QELVQkJ0lEBxXXjew-JIM-qSCWZAgIBJPbRkOb_we2YZYVIIjAc7YQvZ9vxB_hPKUM&_nc_ohc=SNysPsTiLN0Q7kNvwFoawAu&_nc_gid=v15hzYCK9x34Mbu86wy9kQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffQqcULQF4A68o71XGjT9FTjKaklC3phn-dZklD4Z-7cw&oe=68EE9E11&_nc_sid=10d13b,"The text does not mention any specific Tesla model, including the target model 'Model Y'. The image shows a Tesla vehicle, but without specific model identification, it supports a general automotive classification.",80
Tesla,instagram,Model Y,2025-08-18T10:07:30+00:00,174,173,1,0,0,https://www.instagram.com/p/DNfg_FDycdA/,"Visit Tesla at Tampines 1 until Sunday, 24 August 2025. Learn about our vehicles, their safety features, and more. Find us at Level 1, atrium from 10am to 10pm.",,,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/534318922_18012573299784786_540651960114589253_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGYBY66X2AOmydV_Hcv85o_AmKz4hcDzEwh8QMzlDmKeqyXRqSazxjmbPDdA1-lwHU&_nc_ohc=kJ-4wxqA1rAQ7kNvwFx3qH4&_nc_gid=dnU6-JUEwnEtoRVaz2HbMg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdsW2X6CpBi3_rcg7UTS9gR8yJvt2lyHvCwyCRd5JdqjQ&oe=68EE869F&_nc_sid=10d13b,"The text does not mention any specific Tesla model, but the image clearly shows a Tesla Model Y, which is one of the target models. This supports the classification as Model Y.",90
Tesla,instagram,non_automotive,2025-09-02T00:29:38+00:00,25,24,1,0,0,https://www.instagram.com/p/DOFGq0QE8Ki/,We’re accelerating the world’s transition to sustainable abundance,,,https://instagram.fagc3-2.fna.fbcdn.net/v/t51.2885-15/540513795_18014209016784786_4511659700145729584_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc3-2.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHP2PHKVVFuZFlFE_pKFxzLBshFPpfaGYn6bXtbE6HHwMcQwwhcf63dVtbsxLhWYus&_nc_ohc=yBY2R2F8_FwQ7kNvwHqr4om&_nc_gid=2PwkY5iekSuTHwRQm71O4g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffwJFsCxbSit-5r-Lh6kxsAgfdAu81wwVAn7OL7cRUe5Q&oe=68EEA6F1&_nc_sid=10d13b,"The text does not mention any specific vehicle model, and the image depicts a humanoid robot, which is not related to automotive content.",90
Tesla,instagram,Model Y,2025-08-06T11:57:30+00:00,41,39,2,0,0,https://www.instagram.com/p/DNAz-1Xy0nI/,"A vehicle display you actually want to use
No lag, no buffering - just the snappiest vehicle Ul in the game",,,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/528288337_18011154137784786_8283366950891575869_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGDaquz5G7XudAoYAX2OrF31QDNuvTHb8lKNtLDnzZIy2jEmfA8XWZM1wVah68F0lM&_nc_ohc=OgeJDGGReo0Q7kNvwF5GZMI&_nc_gid=0xjFbO8LFPeddIJigW5Ovg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcLn_jktSM-5PW4FWqz-q4fydc4QWdOruRUyop3cDO7SQ&oe=68EE8467&_nc_sid=10d13b,"The text does not explicitly mention the Model Y, but the image shows a vehicle display with a car that resembles a Tesla Model Y. The context of the post is automotive-related and the image supports the classification.",90
Tesla,instagram,Model 3,2025-08-29T06:24:27+00:00,48,48,0,0,0,https://www.instagram.com/p/DN7cHWkk_IL/,Model 3 Long Range Rear-Wheel Drive now available in Singapore - Travel further on a single charge with the performance and handling of our rear-wheel power train,,,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/539974566_18013781714784786_2421115017837037636_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHJC3hTZbG-47M_Pyh2C84eJxJ5SWL87V0MG2blGzfB84sU60ZLH5SmYGMJyoHw-es&_nc_ohc=0Bvme_WUJ0UQ7kNvwGDD6Jb&_nc_gid=HI6TpmN4aPato5KpIP28ew&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc-qBl4SIgIRrtVhmHF2b_ZB61gxf49Ehx0UppGEe3jQQ&oe=68EE8945&_nc_sid=10d13b,The text explicitly mentions 'Model 3 Long Range Rear-Wheel Drive' and the image supports this by showing a Tesla Model 3. The target model 'Model Y' is not mentioned.,95
